"NamesIdx";"Name";"County";"Phillimore";"NameCode";"GenderCode";"ChurchCode";"Xrefs"
572300;"(Whalley), St Mary, church of";"CHS";"R4,1";;"-";"h";
572350;"Wherwell (Holy Cross), abbey of";"HAM";"16. S3";;"-";"n";
572400;"(Whitby), St Hilda, (abbey of)";"YKS";"13N13";;"-";"a";
572450;"White";"SUF";"7,117";;"M";"-";
572500;"Wibald";"BUK";"50,1";;"M";"-";
572550;"Wiberga";"ESS";"39,1";;"M";"-";
572600;"Wibert";"BUK";"17,23";;"M";"-";
572650;"Wibert";"KEN";"{2,21 note}. 5,205";;"M";"-";
572700;"Wibert";"NTH";"26,11";;"M";"-";
572750;"Wibert";"SUS";"9,3;5;17;34;48-51;123";;"M";"-";
572800;"Wibert";"WAR";"EBW3";;"M";"-";
572850;"Wibert";"WIL";"68,24";;"M";"-";
572900;"Wibert";"WOR";"23,1";;"M";"-";
572950;"Wibert <of Dunmow>";;;;;;"see Wulfbert of Dunmow"
573000;"Wibert the cleric";"HAM";"2,20";;"M";"d";
573050;"Wibert the priest";"BRK";"38,6";;"M";"d";
573100;"Wicard";"ESS";"24,27;56";;"M";"-";
573150;"Wicga";"BUK";"17,11";;"M";"-";
573200;"Wicga";"CHS";"9,21";;"M";"-";
573250;"Wicga";"ESS";"B3a";;"M";"-";
573300;"Wicga";"GLS";"68,12";;"M";"-";
573350;"Wicga";"SHR";"4,3,29. 4,11,7. 4,14,1;4;7;18";;"M";"-";
573400;"Wicga";"YKS";"29W1;10";;"M";"-";
573450;"Wicga, a royal thane";"BUK";"12,15. 14,17";;"M";"-";
573500;"Wicga, Oswulf son of Frani's man";"HRT";"15,7";;"M";"-";
573550;"Widald";"LIN";"57,10";;"M";"-";
573650;"Widard";;;;;;"see also Widelard of Baliol"
573700;"Widard <of Farlow>";"GLS";"G4";;"M";"-";
573750;"Widard <of Farlow>";"HEF";"1,10b. 22,5;8. E9";;"M";"-";
573800;"Widard <of Farlow>";"LEC";"13,61";;"M";"-";
573850;"Widard <of Farlow>";"SHR";"4,28,5. 7,3";;"M";"-";
573900;"Widder";"BDF";"55,9";;"M";"-";
573950;"Widegrip";"STS";"11,32 note";;"M";"-";
574000;"Widelard (of Balliol)";"ESS";"23,10;42. 90,52;75";;"M";"-";
574010;"Widelard (of Balliol)";"SUF";"25,84;104";;"M";"-";
574020;"Widelard (of Balliol)";"SUS";"12,14";;"M";"-";
574050;"wife of Richard of Tonbridge";;;;;;"see Rohais; Rothais"
574100;"Wig, a royal thane";"BDF";"35,1. 36,1";;"M";"-";
574200;"Wigar (of Benham)";"BRK";"65,11";"L";"M";"-";
574230;"Wigar <of Churchill>";"WOR";"23,7;13";"L";"M";"-";
574255;"Wigar (of Orwell)";"CAM";"26,8";;"M";"-";
574260;"Wigar of Orwell";"HRT";"Appx";"L";"M";"-";
574270;"Wigar (of Orwell)";"HRT";"34,9-10. 37,6-7";"L";"M";"-";
574300;"Wigar";;;"L";;;"see also Wihtgar"
574350;"Wigbert";"CHS";"R1,29";;"M";"-";
574400;"Wigbert";"YKS";"13W27;35-36";;"M";"-";
574450;"Wiger";"SHR";"3f,3";;"M";"-";
574500;"Wigfled";"GLS";"1,4";;"F";"-";
574550;"Wigfled";"WIL";"49,1";;"F";"-";
574600;"Wighen {Delamere}";"CAM";"14,61";;"M";"-";
574650;"Wiglac son of Siward";"LIN";"T5";;"M";"-";
574660;"Wiglac (son of Siward)";"LIN";"22,22. 38,8;10(-11). CS12;36";;"M";"-";
574700;"Wiglaf <of Preston>";"BUK";"B10. 4,30;34-35;37";;"M";"-";
574800;"Wigmore (St Mary), church of";"SHR";"6,19";;"-";"h";
574850;"Wigmund <of Southwood>";"NFK";"31,11";;"M";"-";
574900;"Wigot";"BUK";"12,1";;"M";"-";
574950;"Wigot";"HRT";"6,1";;"M";"-";
575000;"Wigot";"SHR";"1,5";;"M";"-";
575050;"Wigot";;;;;;"see also Alfred nephew of; Thorold nephew of"
575100;"Wigot (of Wallingford)";"BRK";"33,9. 41,2 and note";;"M";"-";
575150;"Wigot of Wallingford";"BUK";"23,7;12;33";;"M";"-";
575200;"Wigot (of Wallingford)";"GLS";"64,1;3";;"M";"-";
575250;"Wigot (of Wallingford)";"HAM";"69,40 and note";;"M";"-";
575300;"Wigot (of Wallingford)";"HRT";"19,1";;"M";"-";
575350;"Wigot (of Wallingford)";"MDX";"7,3-5;7";;"M";"-";
575400;"Wigot (of Wallingford)";"OXF";"28,2. 35,1;18;31";;"M";"-";
575450;"Wigot (of Wallingford)";"SUR";"29,2";;"M";"-";
575500;"Wigot (of Wallingford)";"SUS";"11,15. 12,21. 13,30";;"M";"-";
575550;"Wigot (of Wallingford)";"WAR";"11,1";;"M";"-";
575600;"Wigot (of Wallingford)";"WIL";"(1,22). 28,9;12";;"M";"-";
575650;"Wigot the hunter";"BDF";"52,2";;"M";"-";
575700;"Wigot {the priest}";"DEV";"3,7";;"M";"d";
575750;"Wigstan";"ESS";"B3a";;"M";"-";
575800;"Wigstan";"NFK";"1,202";;"M";"-";
575850;"Wigulf <of Coddenham>";"NFK";"8,132. 10,64";;"M";"-";
575900;"Wigulf <of Coddenham>";"SUF";"7,67-68. 8,56. 38,4";;"M";"-";
575950;"Wigwin";"NFK";"4,30";;"M";"-";
576100;"Wihenoc of Burley";"NFK";"66,36";;"M";"-";
576150;"Wihenoc (of Burley)";"NFK";"1,61. 8,29. 9,233. {15,14}. 21,1;5;7-8;12-15;32;35. 66,44;49-50;52";;"M";"-";
576170;"Wihenoc <of Hele>";"DEV";"39,2;7-8";;"M";"-";
576180;"Wihenoc (of Monmouth)";"GLS";"32,9";;"M";"-";
576200;"Wihtbert";"NTH";"45,4";;"M";"-";
576250;"Wihtbert, a man-at-arms";"SUS";"9,1";;"M";"-";
576450;"Wihtgar";;;;;;"see also Aelfric son of"
576500;"Wihtgar father of Aelfric";"SUF";"25,1";;"M";"-";
576520;"Wihtgar <of Epping>";"ESS";"21,1";;"M";"-";
576540;"Wihtgar <of Kembroke>";"SUF";"7,121";;"M";"-";
576650;"Wihtgar son of Aelfric";"SUF";"25,1";;"M";"-";
576660;"Wihtgar (son of Aelfric)";"ESS";"23,2-3;6-15;30-32;34-35;37;39-42. 90,(49-62);63-64;(67)";;"M";"-";
576680;"Wihtgar (son of Aelfric)";"SUF";"8,35;46-47;58;63;66. 16,11;38. 25,2;3(-5;5a;6-16);17;(18)-19;25;27-(29);30-35;(36-)38;(39);40-(41);42-43;(44-)49;52;(54)-56;60;(62);(78-)102;(103;105;108-112). 29,1. 32,1. 43,4. 67,1. 72,1. 76,2-5";;"M";"-";
576700;"Wihtgar";;;;;;"see also Wigar"
576750;"Wihtlac <of Througham>";"HAM";"23,63;65. NF6,2. NF9,12;16;31;33. IoW9,16;23";;"M";"-";
576800;"Wihtmer";"SUF";"2,7. 7,84;106-(111);112-114";;"M";"-";
576900;"Wihtnoth";"DOR";"35,1";;"M";"-";
576950;"Wihtnoth";"GLS";"43,2";;"M";"-";
577000;"Wihtred";"NFK";"1,130 and note. 65,14";;"M";"-";
577050;"Wihtred the priest";"SUF";"1,52";;"M";"d";
577100;"Wihtric of Carlewuda";"SUF";"6,110";"L";"M";"-";
577150;"Wihtric (of Carlewuda)";"SUF";"1,102. 7,61;76;83;119-120. 16,20";"L";"M";"-";
577200;"Wihtric <of Gorley>";"HAM";"68,11";;"M";"-";
577210;"Wihtric <of Hadley>";"SHR";"4,3,27";;"M";"-";
577250;"Wihtric <of Lee>";"SHR";"4,25,2";;"M";"-";
577300;"Wihtric <of Sandon>";"STS";"11,10";;"M";"-";
577310;"Wihtric <of Tissington>";"DBY";"6,7";;"M";"-";
577320;"Wihtric <of Wokefield>";"BRK";"31,6";;"M";"-";
577500;"Wilard";;;;;;"see Widelard of Baliol"
577550;"Wilfred";"BUK";"57,14";;"M";"-";
577600;"Wilfred";"KEN";"5,1";;"M";"-";
577650;"Wilgrim";;;;;;"see Ulfgrim"
577700;"Willa";"NTH";"23,8;11";;"M";"-";
577750;"William";"BRK";"1,7. 36,1. 54,3";;"M";"-";
577800;"William";"BUK";"5,5;9;15. 12,5. 14,20;24. 23,24-25";;"M";"-";
577850;"William";"CAM";"32,34. AppxD. AppxL";;"M";"-";
577900;"William";"CHS";"2,23. 3,3-5;7. FT3,5";;"M";"-";
577950;"William";"DEV";"16,42;146. 17,6;8;19;50-52;79;83-90;93;107. {24,22 note}. 34,42. 39,9;11-13;16. 41,2";;"M";"-";
578000;"William";"DOR";"2,4. 3,11. 26,6. 55,2;8;15a";;"M";"-";
578050;"William";"ESS";"3,1-3. 4,9(-10);12. 9,4. 10,5. 30,14;20;36;40-41. 36,6";;"M";"-";
578100;"William";"GLS";"69,3-4;8. E11-12";;"M";"-";
578150;"William";"HAM";"2,15;25. 3,1;6;8. 23,49. NF3,7. IoW7,11. IoW8,5. IoW9,13";;"M";"-";
578200;"William";"HEF";"10,57";;"M";"-";
578250;"William";"HRT";"4,6-8;20. 24,1-2";;"M";"-";
578300;"William";"HUN";"2,3;9";;"M";"-";
578350;"William";"KEN";"9,6;28";;"M";"-";
578400;"William";"LEC";"44,3";;"M";"-";
578450;"William";"LIN";"3,50;53(-54). 7,51. 8,31(-32). 22,31. 24,24;(43-44). 27,28-29. 36,3. 47,3-7. 48,6. 62,2";;"M";"-";
578500;"William";"NFK";"9,98;213. 13,3;16. 43,4. 49,6";;"M";"-";
578600;"William";"NTH";"4,20;33-34. 6a,11. 18,88-89. 44,1a. 56,36";;"M";"-";
578650;"William";"NTT";"15,3;5. 17,3;7";;"M";"-";
578700;"William";"OXF";"B10. 6,10-12. 29,14;19. 33,2. 58,10;14. EN4;5. EW2";;"M";"-";
578750;"William";"RUT";"EN20";;"M";"-";
578800;"William";"SHR";"4,23,17";;"M";"-";
578850;"William";"SOM";"5,14-15;18;26. 21,6;33-34;48-49;51-52;54;65;67-68;83;90. 22,15-16. 23,1";;"M";"-";
578900;"William";"STS";"2,22";;"M";"-";
578950;"William";"SUF";"3,57. 4,19. 6,250. 29,7;9. 41,11. 53,2. 66,3";;"M";"-";
579000;"William";"SUR";"1,3. 3,1. 8,4";;"M";"-";
579050;"William";"SUS";"3,7. 9,6;14-16;32-33;84;113-114;124. 10,21-22;25;27;38;47;64;81;(85);117. 11,2;16;35;43-44;77;81-83;91;98;102-107;114. 12,36. 13,7;11";;"M";"-";
579100;"William";"WAR";"12,6. 17,16. 22,22. 28,14. 29,5. 30,2. 37,3;9";;"M";"-";
579150;"William";"WIL";"2,5. 8,6-8. 24,12. 26,2. 32,13. 50,1;4. 68,4. E3";;"M";"-";
579200;"William";"WOR";"1,2. 2,25. 25,1. 26,4;8;12. 27,1";;"M";"-";
579250;"William";"YKS";"9W2;19 and note;37;39;95. 23E9";;"M";"-";
579300;"William";;;;;;"see also Hugh son of; Ilbert brother of; Richard son of; Robert son of"
579350;"another William";"HAM";"IoW8,5";;"M";"-";
579400;"(another) William";"HEF";"19,1";;"M";"-";
579450;"(another) William";"SUS";"11,102;105";;"M";"-";
579500;"William, a man-at-arms";"DOR";"3,13";;"M";"-";
579550;"William, a man-at-arms";"HEF";"19,1";;"M";"-";
579600;"William, a man-at-arms";"SUS";"3,2. 11,3. 13,6;9;42";;"M";"-";
579650;"William, a man-at-arms";"WIL";"2,10";;"M";"-";
579700;"William, a man-at-arms";"WOR";"1,1c";;"M";"-";
579750;"William, a man-at-arms";"YKS";"13W36";;"M";"-";
579800;"(a third) William";"HEF";"19,1";;"M";"-";
579850;"William Alis";"HAM";"49";;"M";"-";
579900;"William, Archbishop Stigand's man";"CAM";"{32,8 note}";;"M";"-";
579950;"William Baderon";;;;;;"see also William son of Baderon"
580000;"William Basset";"BDF";"23,26";;"M";"-";
580050;"William Baynard nephew of Ralph Baynard";"SUF";"33,10";;"M";"-";
580100;"William Baynard";;;;;;"see also William nephew of Ralph Baynard"
580150;"William Beaufour";;;;;;"see William of Beaufour; Bishop William of Thetford"
580200;"William Bellett";"BRK";"1,1";;"M";"-";
580250;"William Bellett";"DOR";"1,{19 note};30. 57,1;12-14;19";;"M";"-";
580300;"William (Bellett)";"DOR";"34,1-3;8;12. 57,3";;"M";"-";
580350;"William Bellett";"HAM";"52";;"M";"-";
580400;"William Bellett's daughter";"HAM";"52,1";;"F";"-";
580450;"William Bertram";"HAM";"31";;"M";"-";
580500;"William {Black}";"DEV";"16,97";;"M";"-";
580510;"William (Black)";"DEV";"16,98-103";;"M";;
580550;"William Blaec";"HRT";"42,11";;"M";"-";
580600;"William Blunt";"LIN";"49. 12,29. CS15. CN20";;"M";"-";
580650;"William Bold";"ESS";"4,3";;"M";"-";
580700;"William Bonvallet";"BUK";"5,6";;"M";"-";
580750;"William Bonvallet";"LEC";"26";;"M";"-";
580800;"William Bonvallet";"WAR";"29. B2";;"M";"-";
580850;"William (Bonvallet)";"WAR";"17,50;69";;"M";"-";
580900;"William Brand";"NFK";"8,16";;"M";"-";
580950;"William Breakwolf";"GLS";"36. EvK116";;"M";"-";
581000;"William brother of Bishop Gundulf";"KEN";"{2,11 note}";;"M";"-";
581050;"William brother of Ilbert";"HEF";"8,7";;"M";"-";
581060;"William (brother of Ilbert)";"HEF";"1,62";;"M";"-";
581100;"William brother of Roger Bigot";"NFK";"9,88";;"M";"-";
581150;"William Cardon";"ESS";"10,5. 20,71. 30,46. 90,34";;"M";"-";
581301;"William Cheever";;;;;;"see William the goat"
581400;"William Chernet";;;;;;"see William of Chernet"
581450;"William Cornelian";"WIL";"66,4. 68,32";;"M";"-";
581500;"William (de Alno)";"ESS";"32,34;40";"L";"M";"-";
581550;"William de Alno";"SUF";"36,1-7;16-(17)";"L";"M";"-";
581600;"William (de Alno)";"SUF";"EE3";"L";"M";"-";
581650;"William de Mandeville";"GLS";"EvK1";;"M";"-";
581700;"William de Vere";"MDX";"3,5";;"M";"-";
581750;"William Delamere";"CAM";"AppxB";;"M";"-";
581800;"William Delamere";"HRT";"28,3;8";;"M";"-";
581850;"William Delamere";"WIL";"32,4";;"M";"-";
581900;"William (Devereux)";"GLS";"39,13-14";;"M";"-";
581910;"William (Devereux)";"HEF";"10,1;4;6;17;41;72";;"M";"-";
581950;"Earl William (of Warenne)";"HUN";"14,1 and note";;"M";"-";
582000;"Earl (William of Warenne)";"SUS";"12,9";;"M";"-";
582050;"Earl William (of Warenne)";;;;;;"see also William of Warenne"
582100;"Earl William son of Osbern";"BRK";"44,4";;"M";"-";
582150;"Earl William son of Osbern";"DOR";"40,7";;"M";"-";
582200;"Earl William son of Osbern";"GLS";"G4. S1. W4;16;19. 1,6;8;13;16;19;34-35;53-56;59-62. 2,10. 35,2. 56,2. E2;5";;"M";"-";
582250;"Earl William son of Osbern";"HAM";"1,27. 2,17. 21,7. 69,12-13. IoW6,10. EW1";;"M";"-";
582300;"Earl William son of Osbern";"HEF";"1,3-5;39-40;44-46;61;65;72. 2,8. 8,1. 9,1-2. 10,1;41;50;66. 19,1. 25,9. 29,1;18. 31,1;7. E2-4";;"M";"-";
582350;"(Earl) William son of Osbern";"HEF";"7,3";;"M";"-";
582400;"Earl William son of Osbern";"OXF";"59. B7";;"M";"-";
582450;"Earl William son of Osbern";"SHR";"6,3";;"M";"-";
582500;"Earl William son of Osbern";"WIL";"1,3;(20-)21";;"M";"-";
582550;"Earl William son of Osbern";"WOR";"1,1b. 6,1. 11,2. 23,8. E1-2;4-6. EG1";;"M";"-";
582600;"Earl William's cook";;;;;;"see Avenel"
582650;"William father of Roger of Courseulles";"SOM";"8,41 note";;"M";"-";
582700;"William Follet";"KEN";"2,39;40 {and note}. 3,22";;"M";"-";
582750;"William Froissart";"BDF";"23,20(-21)";;"M";"-";
582800;"William {Gerald}";"SOM";"22,27";;"M";"-";
582850;"William Goizenboded";"GLS";"34. EvK116. EvN14";;"M";"-";
582900;"William Goizenboded";"WAR";"EG11";;"M";"-";
582950;"William Goizenboded";"WOR";"25";;"M";"-";
582990;"William (Goulafre)";"NFK";"7,7;13";;"M";"-";
583000;"William Goulafre";"SUF";"6,10-11;14-(15);25;65-66;138(-141);206";;"M";"-";
583050;"W(illiam) Goulafre";"SUF";"6,271;293";;"M";"-";
583100;"William Hard";"WIL";"26,22";;"M";"-";
583150;"William Hastings";"GLS";"EvN5";;"M";"-";
583200;"William, Hermer's man";"NFK";"1,61";;"M";"-";
583250;"William, Hervey de Vere's man";"NFK";"1,61";;"M";"-";
583300;"William Hurant";"SUF";"25,7";;"M";"-";
583350;"William Hussey";"SOM";"{1,28. 37,6 note}. 45,7";;"M";"-";
583400;"William {Hussey}";"SOM";"5,43. 7,8";;"M";"-";
583450;"King William";"BDF";"1. 13,1. 17,5. 28,1. 32,1;15. 46,1. 56,2-3;5-6. 57,8;13;19-20";;"M";"-";
583500;"King William";"BRK";"1. B4-6. 21,13. 41,6. 65,7";;"M";"-";
583550;"King William";"BUK";"1. 52. B12. 3a,1. 4,20. 17,2. 40,1. 56,1. 57,18";;"M";"-";
583600;"King William";"CAM";"1. 29,4";;"M";"-";
583650;"King William";"CHS";"R1,1-39;40a-40g;41-45. R2,1-2. R3,1. R4,1-2. R5,1-6. R6,1-5. R7,1";;"M";"-";
583700;"King William";"CON";"1,1-12;14-19. 4,21-22";;"M";"-";
583750;"King William";"DBY";"1. 3,2-3;6. 5,1-5";;"M";"-";
583800;"King William";"DEV";"1. C1;3. {5,5 note}. 10,2. {19,35}. 52,34";;"M";"-";
583850;"King William";"DOR";"1. 8,5. 9,1. 14,1. 19,10;14. 30,4. 55,28. 58,1;3";;"M";"-";
583900;"King William";"ESS";"1. 89. 3,7;11. 5,6-7. 6,1;9;11. 8,8. 15,1. 20,41;52;56. 24,1;43;48;55;59-60;65-66. 30,16;18;21;30;39-40;47. 32,8. 34,8. 42,7. 52,2. 66,1. 79,1. 83,1. 90,64-65";;"M";"-";
583950;"King William";"GLS";"1,1-25;27-67. G4. S1-2. W1-19. 2,4. 7,1-2. 10,13. 16,1. 24,1. 34,8. 39,8. 67,6. 72,2-3. 78,9";;"M";"-";
584000;"King William";"HAM";"1. IoW1. NF1. S1-3. 6,9-10;12. 7,1. 23,49. 44,1. 45,1. 51,1. 53,2. 67,1. 69,4. IoW3,1. NF4,1. NF5,1. (NF9,4-10;15;21-22;25;28-31). NF10,1;4(-5)";;"M";"-";
584050;"King William";"HEF";"1. A1-10. C14. 2,11-12;26;31-33;37;48;50;58. 8,7. 10,5;37;50;66. 19,1;10. 22,8. 31,7";;"M";"-";
584100;"King William";"HRT";"1. B6. 19,1. 33,18. 36,9;13;19";;"M";"-";
584150;"King William";"HUN";"1. B1;10;15. 2,6. 8,4. 15,1. 19,4-5;7;12;15;17-20;32. D3;19";;"M";"-";
584200;"King William";"KEN";"1. D6-7. 4,16. 5,7-10;12;15-16;18;26;40;44;59;103-104;196. 7,10";;"M";"-";
584250;"King William";"LEC";"1. C3;6;11. 10,1-17. 11,1-3. 12,1-2. 29,1-2";;"M";"-";
584300;"King William";"LIN";"1. C12. S9. (68,31). (CK59). CN2-3;6. CS24. CW19";;"M";"-";
584350;"King William";"MDX";"1";;"M";"-";
584400;"King William";"NFK";"1. 64. 9,5;79;104;228. 10,67;77. 12,1. 14,16-17. 15,1;12. 17,18. 21,13-14. 52,3";;"M";"-";
584450;"King William";"NTH";"1. B1;9. 8,4. 21,1-6. 30,7. 35,1e. 36,1. 56,35";;"M";"-";
584500;"King William";"NTT";"1. 5,11. 30,40;44;49";;"M";"-";
584550;"King William";"OXF";"1. 59. B1. 18,1-2. 28,24";;"M";"-";
584600;"King William";"RUT";"1,5-6;17-20";;"M";"-";
584650;"King William";"SHR";"4,25,6";;"M";"-";
584700;"King William";"SOM";"1. 2,9. 16,6-7;14. 22,19. 25,33. 27,3";;"M";"-";
584750;"King William";"STS";"1. B1;12. 11,37";;"M";"-";
584800;"King William";"SUF";"1. 75. 8,51. 12,6. 14,26;28;37. 18,1. 25,1. 39,16. 74,7;13;15. 76,4;6";;"M";"-";
584850;"King William";"SUR";"1. 6,1;5. 8,18;30. 10,1. 19,41-42. 29,2. 36,2";;"M";"-";
584900;"King William";"SUS";"1. 9,11. 11,42";;"M";"-";
584950;"King William";"WAR";"1. B1. 3,4. 14,1-6. 15,1-6. 17,16. 21,1. 23,4. 44,7";;"M";"-";
585000;"King William";"WIL";"1. M1;17. B1-5. 23,1-10. 25,23. 27,5. 32,17. 67,61";;"M";"-";
585050;"King William";"WOR";"1. C2. 2,4;30;36-37. 3,3. 8,9c. 9,1c. 11,2. 15,9. 26,16. X2-3";;"M";"-";
585100;"King William";"YKS";"1. C1b;31. 6N10. CE24;33. CW23;39. SE,Ac1-6;10;12. SE,Bt1-9. SE,C5-6;8. SE,Dr1-3;6. SE,He2;11. SE,How7;10. SE,Hu2-8. SE,P1-3;5;7-9. SE,Sc1-3;5-7;9. SE,Sn2-3;7. SE,Th2-3;5-9. SE,Tu3-8. SE,Wa1-6. SE,Wei1-3;6. SE,Wel7. SN,A1-5;7-11. SN,B1-3;5-7;9-12;14;16-21;25-26. SN,Bi1;6-8. SN,D1-5;7-8;10-20. SN,L3;6-7;9-10;12;14-18;20-23;26-32;36-45. SN,Ma1-10;12-18;20;22. SN,Y6-7. SW,Ag3-4;9-12;14. SW,An1;4;15-16. SW,BA7. SW,Bu2-6;9-22;24-25;27-32;34-39. SW,Cr1-5. SW,H7. SW,M9;11-14. SW,O15-16. SW,Sf7;12-13;16-18;31;36. SW,Sk10-17. SW,St1-2;7-8";;"M";"-";
585150;"King William";;;;;;"see Richard son of"
585200;"William Leofric";"BRK";"EW1";;"M";"-";
585210;"William (Leofric)";"BRK";"28";;"M";"-";
585250;"William Leofric";"ESS";"59. 90,82";;"M";"-";
585350;"William Leofric";"GLS";"38";;"M";"-";
585400;"William Leofric";"OXF";"46";;"M";"-";
585450;"William Leofric";"WIL";"49,1a";;"M";"-";
585500;"William Lovet";"BDF";"41";;"M";"-";
585550;"William Lovet";"BRK";"26. B3";;"M";"-";
585600;"(William) Lovet";"HRT";"34,2;8";;"M";"-";
585650;"William Lovet";"LEC";"27";;"M";"-";
585700;"(William) Lovet";"LEC";"13,58";;"M";"-";
585740;"William (Lovet)";"LEC";"13,62";;"M";"-";
585750;"William Lovet";"NTH";"37";;"M";"-";
585760;"William (Lovet)";"WAR";"16,47. 17,23. 18,9.";;"M";"-";
585850;"William (Malbank)";"BUK";"13,4";;"M";"-";
585900;"William Malbank";"CHS";"8. S1,7. FD3";;"M";"-";
585950;"William (Malbank)";"CHS";"A21. B4;8. 1,22";;"M";"-";
586000;"William (Malbank)";"DOR";"27,2-11";;"M";"-";
586050;"William Malbank";"SHR";"4,15. E1";;"M";"-";
586100;"William (Malbank)";"SOM";"18,1-3";;"M";"-";
586150;"William (Malbank)";"STS";"8,28(-29);30(-31)";;"M";"-";
586200;"William (Malbank)";"WIL";"22,1;5";;"M";"-";
586250;"William Malet";"LIN";"14,29";;"M";"-";
586300;"William (Malet)";"LIN";"16,33(-34). 27,7(-9);14";;"M";"-";
586350;"William Malet";"NFK";"1,197. 4,39. 9,211. 20,29 note. 30,2. 66,60";;"M";"-";
586400;"W(illiam) Malet";"NFK";"8,12. 17,52. 35,16. 66,61-62";;"M";"-";
586450;"William Malet";"SUF";"3,94-95;(98) and note;99-(101) and note. 4,42. 6,11. 7,8;15-16;(17) and note;36;138-139;140;143-144;148. 16,6;(15) and note;30. 19,16. 26,13. 28,6. 31,20. 38,6. 45,2. 51,(2) and note. 52,1. 67,2-(3);4;19(-21);28. 75,4. 77,4";;"M";"-";
586500;"W(illiam) Malet";"SUF";"3,39-40. 6,93;159. 7,26;33;131;133. 8,42. 18,1. 67,15-16;31";;"M";"-";
586550;"William (Malet)";"SUF";"7,146. 67,29-30";;"M";"-";
586600;"William Malet";"YKS";"CN3-4. CE13;15;17;19-23;26;(29-)30. CW2-3;24-25;27-30;32;35. CE34(-52)";;"M";"-";
586650;"(William) Malet";"YKS";"CW31 and note";;"M";"-";
586700;"William Mauduit";"HAM";"35. 27,1";;"M";"-";
586710;"William (Mauduit)";"BRK";"7,14";;"M";"-";
586750;"William nephew of Bishop Walkelin";"SUR";"19,12";;"M";"-";
586800;"William {nephew of Geoffrey de Mandeville}";"CAM";"22,1";;"M";"-";
586850;"William of Adisham";"KEN";"2,42. 3,8 {and note}";;"M";"-";
586900;"William of Aller";;;;;;"see William Black"
586950;"William of Anneville";"HAM";"21,4";;"M";"-";
587000;"William of Arques";"KEN";"2,21;{25 note}. 5,128";;"M";"-";
587050;"William of Arques";"SUF";"47. 6,192. 31,20";;"M";"-";
587100;"William of Auberville";"HRT";"29";;"M";"-";
587150;"William of Auberville";"SUF";"30. 29,8. 76,14";;"M";"-";
587250;"William (of Audrieu)";"DOR";"34,6";;"M";"-";
587300;"William of Audrieu";"WIL";"32,2(-3). 60,1 and note";;"M";"-";
587340;"William (of) Beaufour";"BRK";"1,5";;"M";"d";
587350;"William of Beaufour";"WIL";"1,23i";;"M";"d";
587360;"William of Beaufour";;;;;;"see Bishop William of Thetford"
587400;"William of Bosc";"ESS";"37,17";;"M";"-";
587410;"William (of Bosc)";"ESS";"37,18";;"M";"-";
587420;"W(illiam of Bosc)";"ESS";"37,1;14;19.";;"M";"-";
587430;"William (of Bosc)";"HRT";"25,1";;"M";"-";
587450;"William of Bosc";"SUF";"7,115-(116);134. 16,3 note. 39,5";;"M";"-";
587500;"W(illiam) of Bosc";"SUF";"39,(6-)11";;"M";"-";
587550;"William of Bosc-le-Hard";"BUK";"18,3";;"M";"-";
587600;"William (of Bosc-le-Hard)";"LEC";"15,10-11;16. 29,18";;"M";"-";
587610;"William (of Bosc-le-Hard)";"LIN";"18,12";;"M";"-";
587650;"William of Bosc-le-Hard";;;;;;"see also Roger brother of"
587700;"William of Bourneville";"NFK";"9,131";;"M";"-";
587750;"William of Bourneville";"SUF";"7,56-(57);58-(59);117;120-121. 76,15";;"M";"-";
587800;"W(illiam) of Bourneville";"SUF";"1,11. 7,(118)-119. 62,7";;"M";"-";
587850;"William of Boursigny";"ESS";"9,13";;"M";"-";
587890;"William (of Bouville)";"ESS";"30,14;20;36;40-41";;"M";"-";
587900;"William of Bouville";"SUF";"16,11. 32,1-(2);13(-15);19;(21-)31";;"M";"-";
587950;"W(illiam) of Bouville";"SUF";"21,95. 32,20";;"M";"-";
588050;"William of Braose";"BRK";"25";;"M";"-";
588100;"William of Braose";"DOR";"37. 19,10";;"M";"-";
588150;"William of Braose";"HAM";"33";;"M";"-";
588200;"William of Braose";"SUR";"20";;"M";"-";
588250;"William of Braose";"SUS";"13. 2,10. 3,2. 5,2. 11,37;56-57;65-66;71-73. 12,4;20-21;23;26;28-29;33;36;47";;"M";"-";
588300;"William of Braose";"WIL";"33. 2,1";;"M";"-";
588350;"William of Caen";"SUF";"6,67";;"M";"-";
588400;"W(illiam) of Caen";"SUF";"6,264-(265)";;"M";"-";
588450;"William of Cailly";"BRK";"29";;"M";"-";
588500;"William {of Cailly}";"CAM";"18,7. AppxH";;"M";"-";
588550;"William (of Cailly)";"NFK";"8,18;91-93";;"M";"-";
588600;"William of Cairon";"BDF";"4,2;6-7;(8). 21,5;8-9;17. 24,28";;"M";"-";
588650;"William of Cairon's father";"BDF";"4,2";;"M";"-";
588700;"William of Castellion";"BUK";"B11";;"M";"-";
588750;"Abbot W(illiam, of Cerne)";"DOR";"{11,16 note}";;"M";"a";
588800;"William {(of) Chernet}";"DOR";"55,10;13-14";"L";"M";"-";
588850;"William of Chernet";"HAM";"23,3. NF10,1";"L";"M";"-";
588900;"William (of Chernet)";"HAM";"23,1-2;53-54";"L";"M";"-";
588950;"William of Chippenham";"CAM";"AppxA";;"M";"-";
589000;"William of Cholsey";"BUK";"17,20";;"M";"-";
